,id,query,label,tokened,token
963,963,میشه ظرفیت درس ها رو از اول انتخاب واحد زیاد قرار بدید,4,"['میشه', 'ظرفیت', 'درس', 'ها', 'رو', 'از', 'اول', 'انتخاب', 'واحد', 'زیاد', 'قرار', 'بدید']","['میشه', 'ظرفیت', 'درس', 'ها', 'رو', 'از', 'اول', 'انتخاب', 'واحد', 'زیاد', 'قرار', 'بدید']"
964,964,چرا فرجه نداریم,4,"['چرا', 'فرجه', 'نداریم']","['چرا', 'فرجه', 'نداریم']"
965,965,حداکثر سرعت مجاز در دانشگاه چقدر است,5,"['حداکثر', 'سرعت', 'مجاز', 'در', 'دانشگاه', 'چقدر', 'است']","['حداکثر', 'سرعت', 'مجاز', 'در', 'دانشگاه', 'چقدر', 'است']"
966,966,استاد راهنما هیچ راهنمایی در انتخاب واحد به ما نمیکنه,4,"['استاد', 'راهنما', 'هیچ', 'راهنمایی', 'در', 'انتخاب', 'واحد', 'به', 'ما', 'نمیکنه']","['استاد', 'راهنما', 'هیچ', 'راهنمایی', 'در', 'انتخاب', 'واحد', 'به', 'ما', 'نمیکنه']"
967,967,ساعت کاری کتابخانه تا کی است,2,"['ساعت', 'کاری', 'کتابخانه', 'تا', 'کی', 'است']","['ساعت', 'کاری', 'کتابخانه', 'تا', 'کی', 'است']"
968,968,چجوری میتونم رمز اکانت دانشگاهم رو بازیابی کنم,3,"['چجوری', 'میتونم', 'رمز', 'اکانت', 'دانشگاهم', 'رو', 'بازیابی', 'کنم']","['چجوری', 'میتونم', 'رمز', 'اکانت', 'دانشگاهم', 'رو', 'بازیابی', 'کنم']"
969,969,تعداد غیبت های مجاز چند جلسه میباشد,1,"['تعداد', 'غیبت', 'های', 'مجاز', 'چند', 'جلسه', 'میباشد']","['تعداد', 'غیبت', 'های', 'مجاز', 'چند', 'جلسه', 'میباشد']"
970,970,کدام دانشگاه ها خارج بیشتر از دانشگاه و رشته ی ما دانشجو قبول می کند,5,"['کدام', 'دانشگاه', 'ها', 'خارج', 'بیشتر', 'از', 'دانشگاه', 'و', 'رشته', 'ی', 'ما', 'دانشجو', 'قبول', 'می', 'کند']","['کدام', 'دانشگاه', 'ها', 'خارج', 'بیشتر', 'از', 'دانشگاه', 'و', 'رشته', 'ی', 'ما', 'دانشجو', 'قبول', 'می', 'کند']"
971,971,کارت دانشجویی گم شود چه باید کرد,2,"['کارت', 'دانشجویی', 'گم', 'شود', 'چه', 'باید', 'کرد']","['کارت', 'دانشجویی', 'گم', 'شود', 'چه', 'باید', 'کرد']"
972,972,امروز استاد ابراهیمی تشریف آوردن,2,"['امروز', 'استاد', 'ابراهیمی', 'تشریف', 'آوردن']","['امروز', 'استاد', 'ابراهیمی', 'تشریف', 'آوردن']"
973,973,از اساتید بخواهید در تایم امتحانات تکلیف ندهند,4,"['از', 'اساتید', 'بخواهید', 'در', 'تایم', 'امتحانات', 'تکلیف', 'ندهند']","['از', 'اساتید', 'بخواهید', 'در', 'تایم', 'امتحانات', 'تکلیف', 'ندهند']"
974,974,رو کامپیوترا چی نصبه ,3,"['رو', 'کامپیوترا', 'چی', 'نصبه']","['رو', 'کامپیوترا', 'چی', 'نصبه']"
975,975,دانشگاه چه روزهایی دایر می باشد,2,"['دانشگاه', 'چه', 'روزهایی', 'دایر', 'می', 'باشد']","['دانشگاه', 'چه', 'روزهایی', 'دایر', 'می', 'باشد']"
976,976,آیا امکان استفاده از سرورهای دانشگاه وجود دارد ,3,"['آیا', 'امکان', 'استفاده', 'از', 'سرورهای', 'دانشگاه', 'وجود', 'دارد']","['آیا', 'امکان', 'استفاده', 'از', 'سرورهای', 'دانشگاه', 'وجود', 'دارد']"
977,977,برای ثبت نام به چه چیزی نیاز دارم,1,"['برای', 'ثبت', 'نام', 'به', 'چه', 'چیزی', 'نیاز', 'دارم']","['برای', 'ثبت', 'نام', 'به', 'چه', 'چیزی', 'نیاز', 'دارم']"
978,978,جریمه نقص مدارک چیه,1,"['جریمه', 'نقص', 'مدارک', 'چیه']","['جریمه', 'نقص', 'مدارک', 'چیه']"
979,979,منابع درس معماری چه هستند,5,"['منابع', 'درس', 'معماری', 'چه', 'هستند']","['منابع', 'درس', 'معماری', 'چه', 'هستند']"
980,980,کتاب طراحی الگوریتم موجود است,3,"['کتاب', 'طراحی', 'الگوریتم', 'موجود', 'است']","['کتاب', 'طراحی', 'الگوریتم', 'موجود', 'است']"
981,981,هرچه سریعتر بساط این دانشگاه مجازی و امتحانات مجازی را جمع کیند,4,"['هرچه', 'سریعتر', 'بساط', 'این', 'دانشگاه', 'مجازی', 'و', 'امتحانات', 'مجازی', 'را', 'جمع', 'کیند']","['هرچه', 'سریعتر', 'بساط', 'این', 'دانشگاه', 'مجازی', 'و', 'امتحانات', 'مجازی', 'را', 'جمع', 'کیند']"
982,982,در خروج کجاست,2,"['در', 'خروج', 'کجاست']","['در', 'خروج', 'کجاست']"
983,983,میز تنیس کجاست,2,"['میز', 'تنیس', 'کجاست']","['میز', 'تنیس', 'کجاست']"
984,984,آموزش کل کجاست,2,"['آموزش', 'کل', 'کجاست']","['آموزش', 'کل', 'کجاست']"
985,985,تو نمازخونه نماز جماعت میخونن,2,"['تو', 'نمازخونه', 'نماز', 'جماعت', 'میخونن']","['تو', 'نمازخونه', 'نماز', 'جماعت', 'میخونن']"
986,986,دستگیره در کلاس خیلی سفته,4,"['دستگیره', 'در', 'کلاس', 'خیلی', 'سفته']","['دستگیره', 'در', 'کلاس', 'خیلی', 'سفته']"
987,987,حداکثر چند کتاب میتونم به امانت بگیرم,3,"['حداکثر', 'چند', 'کتاب', 'میتونم', 'به', 'امانت', 'بگیرم']","['حداکثر', 'چند', 'کتاب', 'میتونم', 'به', 'امانت', 'بگیرم']"
988,988,آسانسور سریع تر قرار دهید,4,"['آسانسور', 'سریع', 'تر', 'قرار', 'دهید']","['آسانسور', 'سریع', 'تر', 'قرار', 'دهید']"
989,989,کارت ورود به جلسه برای امتحانات لازمه,1,"['کارت', 'ورود', 'به', 'جلسه', 'برای', 'امتحانات', 'لازمه']","['کارت', 'ورود', 'به', 'جلسه', 'برای', 'امتحانات', 'لازمه']"
990,990,داشنگاه چه تیم های ورزشی دارد,5,"['داشنگاه', 'چه', 'تیم', 'های', 'ورزشی', 'دارد']","['داشنگاه', 'چه', 'تیم', 'های', 'ورزشی', 'دارد']"
991,991,کلاس ها رو مجازی و حضوری برگزار کنید,4,"['کلاس', 'ها', 'رو', 'مجازی', 'و', 'حضوری', 'برگزار', 'کنید']","['کلاس', 'ها', 'رو', 'مجازی', 'و', 'حضوری', 'برگزار', 'کنید']"
992,992,جشن روز دانشجو چه تاریخی برگزار میشود,2,"['جشن', 'روز', 'دانشجو', 'چه', 'تاریخی', 'برگزار', 'میشود']","['جشن', 'روز', 'دانشجو', 'چه', 'تاریخی', 'برگزار', 'میشود']"
993,993,آیا تحصیل همزمان در دو دانشگاه مجاز می باشد,1,"['آیا', 'تحصیل', 'همزمان', 'در', 'دو', 'دانشگاه', 'مجاز', 'می', 'باشد']","['آیا', 'تحصیل', 'همزمان', 'در', 'دو', 'دانشگاه', 'مجاز', 'می', 'باشد']"
994,994,آیا میتوانم خودم نرم افزاری روی سیستم نصب کنم,3,"['آیا', 'میتوانم', 'خودم', 'نرم', 'افزاری', 'روی', 'سیستم', 'نصب', 'کنم']","['آیا', 'میتوانم', 'خودم', 'نرم', 'افزاری', 'روی', 'سیستم', 'نصب', 'کنم']"
995,995,یدفعه ای پریدین به تهش نه,5,"['یدفعه', 'ای', 'پریدین', 'به', 'تهش', 'نه']","['یدفعه', 'ای', 'پریدین', 'به', 'تهش', 'نه']"
996,996,کتابخونه میزهاش تحمل وزن پایینی دارن,4,"['کتابخونه', 'میزهاش', 'تحمل', 'وزن', 'پایینی', 'دارن']","['کتابخونه', 'میزهاش', 'تحمل', 'وزن', 'پایینی', 'دارن']"
997,997,تعطیلات دهه فجر دانشگاه تعطیله,5,"['تعطیلات', 'دهه', 'فجر', 'دانشگاه', 'تعطیله']","['تعطیلات', 'دهه', 'فجر', 'دانشگاه', 'تعطیله']"
998,998,میتوان روی سیستم های سایت اوبونتو نصب کرد,3,"['میتوان', 'روی', 'سیستم', 'های', 'سایت', 'اوبونتو', 'نصب', 'کرد']","['میتوان', 'روی', 'سیستم', 'های', 'سایت', 'اوبونتو', 'نصب', 'کرد']"
999,999,نظرسنجی اساتید را نزدم چیکار کنم,1,"['نظرسنجی', 'اساتید', 'را', 'نزدم', 'چیکار', 'کنم']","['نظرسنجی', 'اساتید', 'را', 'نزدم', 'چیکار', 'کنم']"
1000,1000,دوستم مهمان شده بود در خوابگاه ولی مسئولین خوابگاه خیلی با بدرفتاری اونو پذیرفتن,4,"['دوستم', 'مهمان', 'شده_بود', 'در', 'خوابگاه', 'ولی', 'مسئولین', 'خوابگاه', 'خیلی', 'با', 'بدرفتاری', 'اونو', 'پذیرفتن']","['دوستم', 'مهمان', 'شده_بود', 'در', 'خوابگاه', 'ولی', 'مسئولین', 'خوابگاه', 'خیلی', 'با', 'بدرفتاری', 'اونو', 'پذیرفتن']"
1001,1001,باشگاه دانشگاه کجا هست,2,"['باشگاه', 'دانشگاه', 'کجا', 'هست']","['باشگاه', 'دانشگاه', 'کجا', 'هست']"
1002,1002,ویدیو های کلاس ها قایل دانلود نیستند,4,"['ویدیو', 'های', 'کلاس', 'ها', 'قایل', 'دانلود', 'نیستند']","['ویدیو', 'های', 'کلاس', 'ها', 'قایل', 'دانلود', 'نیستند']"
1003,1003,مدت زمانی که کتاب دستم میمونه چقدره ,3,"['مدت', 'زمانی', 'که', 'کتاب', 'دستم', 'میمونه', 'چقدره']","['مدت', 'زمانی', 'که', 'کتاب', 'دستم', 'میمونه', 'چقدره']"
1004,1004,شبکه محلی چه subnet mask ای داره ,3,"['شبکه', 'محلی', 'چه', 'subnet', 'mask', 'ای', 'داره']","['شبکه', 'محلی', 'چه', 'subnet', 'mask', 'ای', 'داره']"
1005,1005,من کارت دانشجوییم رو گم کردم کسی اون رو تحویل نداده,2,"['من', 'کارت', 'دانشجوییم', 'رو', 'گم', 'کردم', 'کسی', 'اون', 'رو', 'تحویل', 'نداده']","['من', 'کارت', 'دانشجوییم', 'رو', 'گم', 'کردم', 'کسی', 'اون', 'رو', 'تحویل', 'نداده']"
1006,1006,تا چند کتاب میتوان همزمان قرض گرفت,3,"['تا', 'چند', 'کتاب', 'میتوان', 'همزمان', 'قرض', 'گرفت']","['تا', 'چند', 'کتاب', 'میتوان', 'همزمان', 'قرض', 'گرفت']"
1007,1007,لطفا به نظرسنجی اساتید توجه کنید و اعمال اثر کنید,4,"['لطفا', 'به', 'نظرسنجی', 'اساتید', 'توجه', 'کنید', 'و', 'اعمال', 'اثر', 'کنید']","['لطفا', 'به', 'نظرسنجی', 'اساتید', 'توجه', 'کنید', 'و', 'اعمال', 'اثر', 'کنید']"
1008,1008,ایا کتاب فیزیک هالیدی موجود است,3,"['ایا', 'کتاب', 'فیزیک', 'هالیدی', 'موجود', 'است']","['ایا', 'کتاب', 'فیزیک', 'هالیدی', 'موجود', 'است']"
1009,1009,افراد غیر دانشکده میتونن داخل لابی بشینن,2,"['افراد', 'غیر', 'دانشکده', 'میتونن', 'داخل', 'لابی', 'بشینن']","['افراد', 'غیر', 'دانشکده', 'میتونن', 'داخل', 'لابی', 'بشینن']"
1010,1010,ایمیل بهشتی من کار نمی کند,1,"['ایمیل', 'بهشتی', 'من', 'کار', 'نمی', 'کند']","['ایمیل', 'بهشتی', 'من', 'کار', 'نمی', 'کند']"
1011,1011,کی افزایش ظرفیت میزنه به کلاسا ,1,"['کی', 'افزایش', 'ظرفیت', 'میزنه', 'به', 'کلاسا']","['کی', 'افزایش', 'ظرفیت', 'میزنه', 'به', 'کلاسا']"
1012,1012,لابی دانشکده کجاست,2,"['لابی', 'دانشکده', 'کجاست']","['لابی', 'دانشکده', 'کجاست']"
1013,1013,تعداد سرویس های بهداشتی طبقات کم است,4,"['تعداد', 'سرویس', 'های', 'بهداشتی', 'طبقات', 'کم', 'است']","['تعداد', 'سرویس', 'های', 'بهداشتی', 'طبقات', 'کم', 'است']"
1014,1014,پوشش افرا د داخل دانشگاه مهمه,5,"['پوشش', 'افرا', 'د', 'داخل', 'دانشگاه', 'مهمه']","['پوشش', 'افرا', 'د', 'داخل', 'دانشگاه', 'مهمه']"
1015,1015,چگونه نهار رزرو کنم,2,"['چگونه', 'نهار', 'رزرو', 'کنم']","['چگونه', 'نهار', 'رزرو', 'کنم']"
1016,1016,فراهم کردن vpnبرای دانشجویان,4,"['فراهم', 'کردن', 'vpnبرای', 'دانشجویان']","['فراهم', 'کردن', 'vpnبرای', 'دانشجویان']"
1017,1017,فلان استاد ریکورد رو نمیزنه,4,"['فلان', 'استاد', 'ریکورد', 'رو', 'نمیزنه']","['فلان', 'استاد', 'ریکورد', 'رو', 'نمیزنه']"
1018,1018,ترم آینده کی شروع میشه,1,"['ترم', 'آینده', 'کی', 'شروع', 'میشه']","['ترم', 'آینده', 'کی', 'شروع', 'میشه']"
1019,1019,چرا نمره درس سیستم عامل برای من اشتباهی رد شده,1,"['چرا', 'نمره', 'درس', 'سیستم', 'عامل', 'برای', 'من', 'اشتباهی', 'رد', 'شده']","['چرا', 'نمره', 'درس', 'سیستم', 'عامل', 'برای', 'من', 'اشتباهی', 'رد', 'شده']"
1020,1020,اگه بیش از چند ترم مشروط بشیم چی میشه ,1,"['اگه', 'بیش', 'از', 'چند', 'ترم', 'مشروط', 'بشیم', 'چی', 'میشه']","['اگه', 'بیش', 'از', 'چند', 'ترم', 'مشروط', 'بشیم', 'چی', 'میشه']"
1021,1021,پارکینگ به دانشجویان داده می شود,5,"['پارکینگ', 'به', 'دانشجویان', 'داده', 'می', 'شود']","['پارکینگ', 'به', 'دانشجویان', 'داده', 'می', 'شود']"
1022,1022,چطوری میشه رئیس دانشگاه رو دید,5,"['چطوری', 'میشه', 'رئیس', 'دانشگاه', 'رو', 'دید']","['چطوری', 'میشه', 'رئیس', 'دانشگاه', 'رو', 'دید']"
1023,1023,ناهار چی بخوریم,5,"['ناهار', 'چی', 'بخوریم']","['ناهار', 'چی', 'بخوریم']"
1024,1024,لطفا یک غدا برای من رزرو کنید,5,"['لطفا', 'یک', 'غدا', 'برای', 'من', 'رزرو', 'کنید']","['لطفا', 'یک', 'غدا', 'برای', 'من', 'رزرو', 'کنید']"
1025,1025,دانشکده پنج شنبه ها بازه,2,"['دانشکده', 'پنج', 'شنبه', 'ها', 'بازه']","['دانشکده', 'پنج', 'شنبه', 'ها', 'بازه']"
1026,1026,در طبقه آخر چی هست,2,"['در', 'طبقه', 'آخر', 'چی', 'هست']","['در', 'طبقه', 'آخر', 'چی', 'هست']"
1027,1027,کجا میتوانم درس بخوانم,3,"['کجا', 'میتوانم', 'درس', 'بخوانم']","['کجا', 'میتوانم', 'درس', 'بخوانم']"
